Class,Text_Data
Failed,failure of transaction this be in response to -PRON- email state that -PRON- transaction have -PRON- d have fail but no reason be mention can -PRON- please tell -PRON- what do i do wrong so that i can create a new one without any error wait for -PRON- reply thank -PRON- in advance
Complete,fulfil transaction have -PRON- d hey i be write in reference to the transaction i be grant the aforementioned amount within the deadline sincere gratitude for such a quick response kind regard
Failed,abrupt closure of transaction with -PRON- d i have be -PRON- regular client and have follow the procedure for create a transaction correctly still i receive an email say that the transaction have fail i would like to know the reasoning -PRON- transaction -PRON- d be regard
General,upgrade to an account with more benefit one of -PRON- employee suggest -PRON- to upgrade -PRON- account since -PRON- have more benefit so i would like to confirm from -PRON- the perk that -PRON- list thank in advance
Request,implore update on transaction hey i would like to informed about the detail of account no thank
Failed,why have -PRON- transaction stop i have be -PRON- regular client and have follow the procedure for create a transaction correctly still i receive an email say that the transaction have fail i would like to know the reasoning -PRON- transaction -PRON- d be regard
Processing,handle the transaction after payment this be in response to -PRON- email notify about the transfer amount i be acknowledge -PRON- and inform -PRON- that -PRON- be now in process
Request,request to send detail of transaction can -PRON- please tell -PRON- the amount transfer through transaction -PRON- d thank
Processing,payment receive for transaction and now process grateful to -PRON- for transfer the payment to -PRON- account yesterday i would like to inform -PRON- that be be currently in process thank and regard
Processing,handle the transaction after payment sincere greeting i be glad to tell -PRON- that i have finally be grant the pre approve amount through transaction -PRON- be now be process i be grateful for -PRON- support warm regard
Complete,receive full payment for transaction no to whom -PRON- may concern i have successfully acquire payment for the transaction i be beholden to -PRON- cooperation
